,A1,A2,A3,A4,A5,A6,A7,A8,A9
57463,39.0,0.0,86.0,7.0,38.0,0.0,46.0,47.0,0.0
6008,37.0,-5.0,106.0,0.0,36.0,,69.0,,0.0
24162,55.0,0.0,79.0,6.0,6.0,0.0,23.0,74.0,50.0
8334,79.0,0.0,83.0,-1.0,-40.0,3.0,4.0,125.0,120.0
49423,76.0,-2.0,81.0,0.0,-40.0,0.0,4.0,122.0,118.0
56382,40.0,0.0,109.0,4.0,,0.0,69.0,71.0,2.0
6297,49.0,0.0,88.0,0.0,46.0,-23.0,39.0,41.0,2.0
46216,42.0,-1.0,86.0,1.0,42.0,0.0,44.0,45.0,2.0
43628,50.0,-5.0,83.0,0.0,50.0,0.0,32.0,,2.0
32264,37.0,0.0,94.0,0.0,12.0,21.0,57.0,81.0,24.0
1191,41.0,0.0,76.0,0.0,42.0,9.0,35.0,34.0,0.0
45246,37.0,0.0,95.0,-2.0,16.0,10.0,58.0,80.0,22.0
515,,2.0,84.0,0.0,44.0,15.0,40.0,40.0,0.0
30734,41.0,,86.0,0.0,,-30.0,45.0,48.0,2.0
49630,48.0,0.0,83.0,0.0,46.0,-3.0,35.0,37.0,2.0
30024,39.0,2.0,86.0,0.0,38.0,0.0,47.0,47.0,0.0
37244,55.0,0.0,77.0,0.0,18.0,3.0,22.0,59.0,38.0
27223,41.0,0.0,81.0,-6.0,38.0,-1.0,40.0,42.0,2.0
21435,81.0,0.0,84.0,0.0,-14.0,-8.0,3.0,99.0,96.0
23283,56.0,0.0,81.0,0.0,0.0,21.0,25.0,81.0,56.0
43000,55.0,0.0,81.0,0.0,-6.0,-15.0,25.0,88.0,64.0
50819,,2.0,83.0,0.0,36.0,0.0,46.0,46.0,0.0
50185,37.0,0.0,79.0,,28.0,8.0,42.0,50.0,8.0
1001,37.0,0.0,76.0,-4.0,34.0,14.0,39.0,42.0,2.0
14622,37.0,0.0,77.0,0.0,38.0,16.0,40.0,39.0,0.0
18982,48.0,-1.0,86.0,0.0,46.0,-5.0,38.0,40.0,2.0
17898,,2.0,81.0,0.0,50.0,15.0,33.0,32.0,0.0
6191,55.0,0.0,92.0,-4.0,46.0,0.0,36.0,45.0,
14175,45.0,3.0,108.0,0.0,46.0,20.0,62.0,61.0,0.0
40005,42.0,1.0,75.0,0.0,42.0,0.0,32.0,34.0,2.0
5753,44.0,1.0,84.0,-2.0,42.0,-18.0,41.0,43.0,2.0
34836,45.0,0.0,86.0,2.0,46.0,17.0,41.0,40.0,0.0
40581,37.0,0.0,79.0,0.0,8.0,22.0,42.0,71.0,30.0
41004,56.0,,81.0,2.0,-10.0,0.0,25.0,91.0,66.0
16252,45.0,0.0,102.0,0.0,46.0,12.0,57.0,56.0,0.0
24920,39.0,2.0,81.0,0.0,,0.0,42.0,43.0,
15905,37.0,0.0,77.0,,30.0,-25.0,40.0,,6.0
1462,55.0,0.0,81.0,0.0,-6.0,-7.0,25.0,88.0,64.0
47975,56.0,-1.0,78.0,-3.0,26.0,-6.0,22.0,52.0,30.0
24299,55.0,0.0,77.0,0.0,-30.0,-20.0,22.0,108.0,86.0
18255,,,81.0,0.0,-22.0,-19.0,26.0,105.0,78.0
37344,43.0,0.0,79.0,0.0,44.0,11.0,36.0,35.0,
42624,37.0,5.0,77.0,-1.0,-22.0,,41.0,,60.0
27464,43.0,0.0,88.0,-3.0,44.0,15.0,44.0,44.0,0.0
52527,37.0,0.0,76.0,0.0,36.0,-12.0,39.0,40.0,2.0
7349,42.0,0.0,88.0,5.0,42.0,0.0,46.0,47.0,0.0
4818,51.0,0.0,82.0,0.0,52.0,18.0,31.0,30.0,0.0
46994,37.0,0.0,80.0,0.0,38.0,16.0,43.0,41.0,0.0
220,46.0,0.0,88.0,0.0,46.0,0.0,41.0,41.0,0.0
26337,37.0,0.0,74.0,0.0,30.0,-13.0,37.0,43.0,6.0
51519,52.0,0.0,84.0,5.0,52.0,3.0,32.0,32.0,0.0
12632,37.0,0.0,83.0,1.0,36.0,-2.0,45.0,46.0,2.0
19937,37.0,5.0,,0.0,20.0,0.0,43.0,59.0,16.0
27773,44.0,-5.0,77.0,0.0,44.0,0.0,33.0,33.0,0.0
4603,37.0,0.0,79.0,-6.0,16.0,18.0,42.0,64.0,22.0
37016,37.0,0.0,76.0,0.0,36.0,-12.0,38.0,39.0,2.0
22499,51.0,0.0,91.0,0.0,50.0,-5.0,40.0,42.0,2.0
50210,37.0,0.0,77.0,0.0,34.0,8.0,40.0,43.0,2.0
39255,105.0,0.0,107.0,-1.0,70.0,-1.0,1.0,,36.0
7036,56.0,1.0,79.0,0.0,,16.0,24.0,23.0,0.0
42224,39.0,-3.0,78.0,0.0,-2.0,-13.0,,81.0,42.0
45201,85.0,0.0,88.0,-1.0,2.0,0.0,3.0,85.0,82.0
5650,37.0,0.0,83.0,0.0,0.0,31.0,,83.0,36.0
28311,57.0,-4.0,106.0,-3.0,56.0,0.0,49.0,49.0,0.0
17632,,0.0,102.0,0.0,50.0,,51.0,53.0,
53503,37.0,0.0,76.0,3.0,36.0,-30.0,39.0,40.0,2.0
56823,49.0,0.0,88.0,0.0,50.0,7.0,39.0,39.0,0.0
51510,,-4.0,86.0,,38.0,,48.0,48.0,0.0
29863,56.0,0.0,95.0,0.0,44.0,16.0,40.0,51.0,12.0
2881,45.0,1.0,86.0,0.0,44.0,,41.0,42.0,2.0
18061,37.0,0.0,79.0,0.0,12.0,-11.0,43.0,66.0,
42058,84.0,2.0,87.0,0.0,0.0,0.0,3.0,87.0,84.0
22444,45.0,0.0,102.0,0.0,44.0,-19.0,57.0,58.0,2.0
901,49.0,2.0,86.0,0.0,46.0,-2.0,38.0,40.0,2.0
18981,37.0,-2.0,75.0,0.0,,1.0,38.0,41.0,4.0
39932,45.0,-1.0,79.0,0.0,46.0,24.0,33.0,32.0,0.0
44362,51.0,4.0,,0.0,52.0,13.0,36.0,36.0,0.0
34949,45.0,0.0,,-1.0,44.0,0.0,37.0,39.0,2.0
8488,55.0,-5.0,77.0,0.0,-24.0,0.0,21.0,103.0,82.0
42481,37.0,0.0,77.0,,-12.0,-2.0,40.0,90.0,50.0
30232,48.0,-4.0,86.0,-2.0,46.0,,39.0,40.0,2.0
23464,37.0,0.0,81.0,0.0,28.0,18.0,44.0,52.0,8.0
8219,,0.0,77.0,0.0,42.0,10.0,37.0,36.0,0.0
44432,55.0,0.0,,0.0,12.0,-3.0,,66.0,42.0
1627,44.0,3.0,77.0,0.0,44.0,0.0,33.0,34.0,0.0
6772,37.0,0.0,99.0,0.0,30.0,25.0,61.0,68.0,6.0
12021,53.0,,83.0,0.0,54.0,0.0,30.0,29.0,0.0
47204,107.0,0.0,108.0,-3.0,70.0,,1.0,38.0,36.0
14678,56.0,0.0,76.0,0.0,-12.0,30.0,20.0,89.0,68.0
11440,41.0,0.0,82.0,0.0,38.0,-9.0,41.0,43.0,2.0
51965,37.0,0.0,98.0,-1.0,30.0,3.0,61.0,67.0,6.0
48940,45.0,-3.0,78.0,0.0,44.0,0.0,33.0,34.0,2.0
54758,45.0,-1.0,79.0,0.0,46.0,12.0,34.0,33.0,0.0
28967,,5.0,84.0,0.0,-24.0,19.0,4.0,,
40025,46.0,0.0,77.0,0.0,44.0,-30.0,31.0,33.0,2.0
2580,41.0,-2.0,86.0,0.0,42.0,2.0,46.0,45.0,0.0
40734,44.0,-1.0,76.0,0.0,42.0,-30.0,32.0,34.0,2.0
54660,44.0,-536.0,88.0,0.0,44.0,0.0,44.0,44.0,0.0
34924,41.0,3.0,78.0,0.0,42.0,-6.0,37.0,37.0,0.0
4340,37.0,-4.0,86.0,,36.0,0.0,49.0,50.0,0.0
53485,41.0,,108.0,0.0,38.0,-23.0,67.0,69.0,2.0
42330,51.0,0.0,82.0,-1.0,52.0,0.0,31.0,30.0,0.0
35461,56.0,4.0,77.0,0.0,0.0,0.0,22.0,77.0,56.0
18771,56.0,0.0,79.0,0.0,12.0,,23.0,66.0,42.0
46511,,0.0,,-1.0,-42.0,-13.0,4.0,124.0,120.0
1073,37.0,0.0,75.0,5.0,28.0,0.0,38.0,46.0,8.0
21638,55.0,0.0,78.0,0.0,12.0,0.0,23.0,65.0,42.0
17065,55.0,-1.0,98.0,,46.0,0.0,42.0,51.0,
37298,47.0,5.0,88.0,2.0,46.0,0.0,40.0,41.0,0.0
29351,41.0,-2.0,81.0,0.0,42.0,,40.0,39.0,0.0
32626,80.0,5.0,84.0,0.0,-28.0,0.0,4.0,112.0,108.0
3159,37.0,0.0,79.0,-1.0,34.0,0.0,41.0,45.0,4.0
38353,41.0,0.0,76.0,0.0,38.0,-4.0,35.0,37.0,2.0
35755,42.0,0.0,76.0,-7.0,42.0,0.0,34.0,35.0,0.0
21292,43.0,4.0,85.0,-1.0,42.0,-2.0,42.0,44.0,2.0
34650,37.0,0.0,78.0,0.0,6.0,7.0,41.0,73.0,32.0
21398,37.0,-2.0,81.0,,36.0,-11.0,44.0,44.0,0.0
31334,55.0,0.0,81.0,0.0,-10.0,-24.0,25.0,91.0,66.0
18324,45.0,3.0,86.0,0.0,44.0,-8.0,41.0,42.0,2.0
19680,42.0,-1.0,,-3.0,,0.0,35.0,35.0,0.0
5974,55.0,0.0,89.0,0.0,54.0,-3.0,34.0,35.0,2.0
3729,55.0,0.0,80.0,-1.0,54.0,0.0,25.0,26.0,0.0
490,49.0,,78.0,0.0,50.0,14.0,29.0,29.0,0.0
22092,44.0,0.0,84.0,0.0,44.0,12.0,,41.0,0.0
33949,,-1.0,83.0,-6.0,-40.0,0.0,4.0,125.0,120.0
1375,44.0,5.0,82.0,0.0,44.0,0.0,38.0,38.0,0.0
37782,37.0,0.0,105.0,0.0,36.0,3.0,68.0,,2.0
49002,,4.0,86.0,0.0,56.0,0.0,29.0,30.0,0.0
31658,47.0,-48.0,78.0,-6.0,0.0,0.0,31.0,78.0,48.0
17010,56.0,0.0,95.0,0.0,56.0,4.0,40.0,,0.0
4758,44.0,-2.0,81.0,8.0,44.0,0.0,37.0,37.0,0.0
30341,37.0,0.0,80.0,4.0,20.0,0.0,43.0,59.0,16.0
10304,49.0,0.0,87.0,-1.0,50.0,19.0,38.0,38.0,0.0
6040,37.0,,76.0,1.0,26.0,-10.0,40.0,50.0,10.0
28756,37.0,0.0,104.0,0.0,16.0,-11.0,67.0,88.0,
2841,56.0,4.0,95.0,0.0,44.0,21.0,,51.0,12.0
36948,,0.0,88.0,1.0,-2.0,0.0,4.0,90.0,86.0
36854,56.0,1.0,96.0,0.0,38.0,-6.0,40.0,57.0,18.0
55290,55.0,-2.0,,0.0,56.0,25.0,31.0,30.0,0.0
2887,41.0,0.0,79.0,2.0,42.0,6.0,38.0,38.0,0.0
8876,57.0,0.0,80.0,-3.0,56.0,0.0,23.0,23.0,0.0
20923,48.0,-4.0,78.0,0.0,46.0,-4.0,30.0,32.0,2.0
45039,49.0,0.0,85.0,0.0,50.0,16.0,36.0,36.0,0.0
23067,37.0,5.0,78.0,0.0,-6.0,0.0,41.0,86.0,44.0
39439,44.0,-1.0,77.0,0.0,42.0,-15.0,33.0,35.0,2.0
14997,37.0,0.0,95.0,5.0,,2.0,57.0,84.0,28.0
22837,41.0,3.0,84.0,0.0,42.0,18.0,43.0,43.0,0.0
41979,55.0,0.0,81.0,0.0,-6.0,18.0,25.0,88.0,64.0
17750,37.0,0.0,79.0,0.0,30.0,31.0,42.0,48.0,6.0
54824,45.0,0.0,90.0,0.0,44.0,-6.0,45.0,46.0,2.0
45349,,3.0,81.0,-4.0,56.0,0.0,24.0,24.0,0.0
19023,,1.0,79.0,0.0,42.0,0.0,37.0,38.0,2.0
17575,51.0,4.0,86.0,0.0,52.0,25.0,35.0,35.0,0.0
5602,55.0,0.0,92.0,0.0,-4.0,16.0,36.0,97.0,60.0
32894,37.0,0.0,108.0,0.0,34.0,-20.0,71.0,75.0,
13921,,0.0,84.0,0.0,42.0,-22.0,40.0,43.0,2.0
5730,37.0,4.0,80.0,,20.0,3.0,43.0,59.0,16.0
14745,55.0,-1.0,98.0,-5.0,42.0,-8.0,42.0,57.0,14.0
5296,45.0,0.0,88.0,0.0,44.0,-6.0,43.0,44.0,2.0
45747,37.0,0.0,79.0,0.0,24.0,-7.0,42.0,55.0,14.0
13851,37.0,0.0,79.0,0.0,34.0,-5.0,43.0,46.0,2.0
52760,49.0,0.0,79.0,0.0,50.0,12.0,30.0,30.0,0.0
17696,37.0,0.0,77.0,-3.0,34.0,,40.0,43.0,4.0
25274,37.0,0.0,95.0,-1.0,18.0,,57.0,77.0,20.0
42939,37.0,0.0,79.0,0.0,10.0,-3.0,43.0,69.0,26.0
28379,37.0,0.0,78.0,0.0,36.0,,41.0,42.0,2.0
20918,,-1.0,76.0,0.0,38.0,18.0,38.0,37.0,0.0
42833,51.0,1.0,,0.0,50.0,-6.0,35.0,37.0,2.0
44306,39.0,5.0,85.0,-3.0,38.0,0.0,46.0,46.0,0.0
40437,42.0,0.0,97.0,0.0,42.0,0.0,56.0,56.0,0.0
6869,39.0,0.0,97.0,-5.0,38.0,0.0,58.0,58.0,0.0
51555,79.0,0.0,83.0,0.0,-42.0,24.0,,127.0,122.0
21042,47.0,-48.0,77.0,0.0,-2.0,0.0,29.0,79.0,50.0
45760,37.0,0.0,78.0,1.0,16.0,0.0,41.0,63.0,22.0
43240,56.0,0.0,82.0,5.0,-10.0,23.0,26.0,92.0,66.0
9943,43.0,0.0,86.0,-1.0,42.0,-7.0,43.0,45.0,2.0
9643,82.0,4.0,86.0,0.0,-12.0,0.0,3.0,99.0,96.0
14892,81.0,0.0,84.0,0.0,-18.0,-27.0,3.0,103.0,100.0
45429,46.0,0.0,75.0,-1.0,46.0,0.0,29.0,28.0,0.0
29709,49.0,-3.0,88.0,,46.0,-30.0,39.0,41.0,2.0
39661,41.0,0.0,77.0,0.0,42.0,27.0,37.0,36.0,0.0
39449,45.0,2.0,81.0,,,-6.0,35.0,37.0,2.0
38196,75.0,0.0,,4.0,,0.0,,124.0,120.0
9190,71.0,-2.0,74.0,-7.0,-42.0,-19.0,4.0,118.0,114.0
55686,56.0,0.0,96.0,0.0,50.0,-18.0,,47.0,6.0
21650,,-2.0,76.0,0.0,-2.0,0.0,38.0,79.0,40.0
3786,53.0,0.0,84.0,0.0,52.0,-9.0,31.0,32.0,2.0
34552,40.0,0.0,86.0,,38.0,0.0,45.0,47.0,2.0
29809,41.0,0.0,97.0,-1.0,42.0,,56.0,55.0,0.0
39884,44.0,0.0,,4.0,,13.0,43.0,42.0,0.0
49646,45.0,-3.0,,0.0,44.0,0.0,29.0,,2.0
4683,,-1.0,88.0,0.0,6.0,13.0,3.0,83.0,80.0
42814,51.0,0.0,83.0,0.0,,-1.0,32.0,33.0,2.0
4270,55.0,-1.0,95.0,0.0,50.0,10.0,40.0,46.0,6.0
32113,45.0,0.0,87.0,3.0,46.0,23.0,42.0,41.0,0.0
34806,44.0,0.0,86.0,2.0,44.0,,43.0,42.0,0.0
20425,48.0,-3.0,100.0,0.0,46.0,0.0,53.0,54.0,2.0
42049,47.0,-1.0,95.0,2.0,46.0,0.0,48.0,49.0,0.0
19281,37.0,0.0,79.0,0.0,10.0,62.0,42.0,69.0,26.0
56071,37.0,0.0,77.0,0.0,26.0,22.0,40.0,51.0,12.0
52153,46.0,0.0,86.0,0.0,44.0,-17.0,41.0,42.0,2.0
45203,55.0,0.0,98.0,0.0,44.0,-10.0,42.0,54.0,12.0
48664,37.0,-1521.0,77.0,0.0,20.0,,40.0,57.0,16.0
40644,45.0,0.0,86.0,2.0,44.0,-7.0,41.0,42.0,2.0
3340,37.0,0.0,83.0,0.0,34.0,-5.0,46.0,49.0,2.0
50913,37.0,0.0,81.0,0.0,38.0,23.0,44.0,,0.0
19037,43.0,0.0,76.0,0.0,44.0,17.0,32.0,32.0,0.0
32230,,0.0,108.0,0.0,42.0,0.0,65.0,66.0,2.0
44463,,-5.0,78.0,0.0,10.0,1.0,23.0,,46.0
38679,44.0,4.0,,0.0,44.0,1.0,63.0,63.0,0.0
14287,43.0,,77.0,-7.0,42.0,-5.0,34.0,35.0,2.0
41863,44.0,-2.0,80.0,0.0,44.0,0.0,36.0,36.0,0.0
41282,46.0,5.0,106.0,0.0,44.0,-25.0,60.0,62.0,2.0
2031,56.0,0.0,,-7.0,6.0,-6.0,24.0,74.0,50.0
21473,37.0,0.0,83.0,0.0,0.0,-8.0,46.0,83.0,36.0
17197,37.0,0.0,104.0,0.0,26.0,1.0,66.0,78.0,12.0
7235,,3.0,78.0,0.0,16.0,1.0,41.0,63.0,22.0
12755,,0.0,95.0,0.0,52.0,9.0,39.0,43.0,4.0
15327,56.0,0.0,81.0,0.0,-6.0,-22.0,25.0,88.0,
30951,37.0,,107.0,0.0,38.0,9.0,69.0,68.0,0.0
20590,37.0,0.0,74.0,0.0,28.0,,38.0,46.0,8.0
46751,42.0,0.0,79.0,8.0,42.0,0.0,36.0,37.0,2.0
29850,46.0,5.0,87.0,0.0,46.0,10.0,41.0,41.0,0.0
1079,44.0,-4.0,76.0,0.0,42.0,-30.0,32.0,35.0,2.0
18610,43.0,0.0,,,42.0,0.0,34.0,35.0,2.0
48219,41.0,0.0,86.0,0.0,42.0,,45.0,44.0,0.0
54561,84.0,0.0,87.0,0.0,,4.0,3.0,87.0,84.0
50494,55.0,0.0,79.0,-2.0,26.0,-5.0,,53.0,30.0
28091,37.0,0.0,97.0,0.0,10.0,-11.0,59.0,86.0,28.0
52800,47.0,-2.0,78.0,2.0,46.0,0.0,31.0,32.0,0.0
27281,50.0,0.0,77.0,-2.0,50.0,-4.0,27.0,28.0,2.0
38417,47.0,0.0,81.0,1.0,46.0,0.0,33.0,34.0,0.0
27672,52.0,2.0,88.0,0.0,52.0,0.0,36.0,37.0,0.0
26026,45.0,-2.0,79.0,2.0,46.0,16.0,33.0,32.0,0.0
48068,,3.0,81.0,0.0,38.0,6.0,43.0,42.0,0.0
14318,50.0,3.0,78.0,0.0,50.0,0.0,28.0,29.0,0.0
28805,38.0,5.0,76.0,0.0,38.0,11.0,38.0,37.0,0.0
14506,47.0,-4.0,86.0,-1.0,46.0,,39.0,39.0,0.0
36630,41.0,-2.0,81.0,0.0,42.0,8.0,40.0,39.0,0.0
2936,,0.0,97.0,0.0,50.0,-26.0,,48.0,6.0
3917,41.0,1.0,79.0,0.0,42.0,,38.0,37.0,0.0
30063,37.0,3.0,90.0,-3.0,6.0,0.0,,85.0,32.0
34457,55.0,0.0,92.0,8.0,-4.0,0.0,37.0,97.0,
26299,37.0,0.0,78.0,0.0,-4.0,-12.0,42.0,83.0,42.0
28112,56.0,0.0,,0.0,44.0,-8.0,40.0,51.0,12.0
52844,39.0,2.0,81.0,2.0,38.0,0.0,42.0,42.0,0.0
47115,53.0,1.0,86.0,0.0,54.0,5.0,32.0,32.0,0.0
33073,37.0,0.0,77.0,,8.0,4.0,,70.0,30.0
36824,45.0,5.0,79.0,2.0,44.0,0.0,35.0,35.0,0.0
51804,55.0,0.0,96.0,,42.0,-3.0,41.0,55.0,14.0
9837,,0.0,76.0,0.0,24.0,-3.0,39.0,52.0,14.0
50383,37.0,0.0,80.0,2.0,18.0,0.0,43.0,62.0,18.0
9706,60.0,-2.0,,-2.0,60.0,0.0,49.0,50.0,0.0
35081,45.0,-4.0,,0.0,44.0,0.0,39.0,40.0,0.0
30720,53.0,,84.0,0.0,54.0,15.0,31.0,30.0,0.0
26027,38.0,-1.0,97.0,0.0,38.0,0.0,59.0,59.0,0.0
14308,37.0,1.0,77.0,0.0,34.0,0.0,40.0,44.0,4.0
51142,55.0,0.0,96.0,7.0,42.0,-11.0,41.0,55.0,14.0
34581,56.0,,95.0,0.0,42.0,-19.0,40.0,54.0,14.0
19880,56.0,0.0,95.0,0.0,42.0,5.0,,54.0,14.0
41798,102.0,2.0,104.0,2.0,72.0,9.0,1.0,31.0,30.0
2062,37.0,0.0,79.0,0.0,18.0,26.0,42.0,61.0,18.0
6470,37.0,3.0,76.0,0.0,36.0,7.0,39.0,39.0,0.0
17400,81.0,0.0,85.0,0.0,-40.0,10.0,4.0,126.0,122.0
6477,51.0,0.0,91.0,0.0,52.0,23.0,40.0,39.0,0.0
38220,,-2.0,96.0,0.0,56.0,7.0,40.0,39.0,0.0
11279,47.0,-2.0,84.0,-3.0,46.0,0.0,38.0,38.0,0.0
29831,45.0,-5.0,86.0,0.0,44.0,0.0,42.0,42.0,0.0
16940,44.0,0.0,87.0,-2.0,44.0,1.0,43.0,43.0,0.0
29122,42.0,0.0,80.0,8.0,42.0,0.0,38.0,39.0,2.0
42674,50.0,5.0,81.0,-6.0,50.0,,31.0,32.0,0.0
57824,55.0,-5.0,95.0,0.0,50.0,0.0,40.0,46.0,6.0
37038,37.0,0.0,93.0,0.0,10.0,-5.0,56.0,83.0,28.0
8531,,0.0,77.0,0.0,,-7.0,22.0,62.0,40.0
43129,55.0,0.0,78.0,1.0,10.0,9.0,23.0,68.0,46.0
20470,37.0,0.0,84.0,0.0,24.0,10.0,47.0,61.0,14.0
23047,37.0,0.0,81.0,3.0,36.0,-2.0,43.0,44.0,2.0
9095,40.0,-5.0,78.0,0.0,38.0,0.0,38.0,39.0,2.0
19522,54.0,-2.0,83.0,0.0,54.0,0.0,29.0,29.0,0.0
51788,37.0,0.0,77.0,0.0,16.0,6.0,40.0,61.0,22.0
32092,,0.0,106.0,0.0,26.0,3.0,68.0,80.0,12.0
16972,55.0,-5.0,98.0,2.0,52.0,0.0,42.0,46.0,4.0
36133,56.0,,81.0,0.0,54.0,-4.0,25.0,27.0,2.0
5515,49.0,0.0,81.0,0.0,50.0,17.0,32.0,32.0,0.0
11781,45.0,3.0,,-4.0,44.0,0.0,48.0,49.0,0.0
8226,46.0,0.0,77.0,0.0,46.0,7.0,31.0,30.0,0.0
15310,78.0,-5.0,82.0,0.0,-46.0,0.0,4.0,128.0,124.0
24604,37.0,0.0,77.0,-1.0,36.0,13.0,40.0,41.0,0.0
35163,44.0,0.0,75.0,0.0,42.0,-20.0,31.0,34.0,2.0
51245,37.0,-1.0,75.0,0.0,18.0,-18.0,38.0,57.0,18.0
5506,46.0,0.0,83.0,0.0,44.0,-19.0,37.0,39.0,2.0
26478,37.0,0.0,76.0,1.0,30.0,22.0,40.0,45.0,6.0
924,51.0,0.0,78.0,-4.0,52.0,1.0,27.0,26.0,
40902,37.0,2.0,99.0,-3.0,28.0,0.0,62.0,71.0,8.0
12070,57.0,-4.0,80.0,0.0,56.0,0.0,23.0,23.0,0.0
50505,43.0,3.0,86.0,-3.0,42.0,0.0,43.0,45.0,2.0
11706,37.0,0.0,76.0,0.0,28.0,-15.0,39.0,47.0,8.0
41439,37.0,0.0,83.0,2.0,34.0,0.0,46.0,49.0,4.0
35892,45.0,2.0,102.0,0.0,44.0,0.0,58.0,,0.0
22057,42.0,,86.0,-1.0,42.0,0.0,43.0,44.0,2.0
30916,45.0,-5.0,83.0,0.0,44.0,-17.0,37.0,39.0,2.0
19158,37.0,0.0,77.0,-1.0,34.0,-16.0,40.0,44.0,4.0
40388,49.0,0.0,81.0,0.0,50.0,-1.0,32.0,32.0,0.0
6559,51.0,-1.0,90.0,0.0,50.0,-11.0,39.0,41.0,
51517,37.0,0.0,93.0,0.0,12.0,19.0,56.0,81.0,
41913,53.0,0.0,81.0,0.0,52.0,-21.0,28.0,30.0,2.0
12720,55.0,-3.0,97.0,0.0,46.0,0.0,41.0,50.0,8.0
42614,81.0,,86.0,0.0,,0.0,4.0,109.0,104.0
54140,37.0,0.0,77.0,0.0,12.0,21.0,40.0,,24.0
41183,41.0,-4.0,78.0,-3.0,42.0,-5.0,37.0,37.0,0.0
9627,42.0,-2.0,79.0,0.0,42.0,0.0,37.0,38.0,2.0
5798,42.0,0.0,84.0,-1.0,42.0,0.0,42.0,43.0,0.0
28557,,0.0,76.0,,36.0,9.0,38.0,39.0,
22366,43.0,1.0,93.0,0.0,42.0,0.0,51.0,52.0,2.0
38650,41.0,-2.0,76.0,0.0,38.0,-18.0,35.0,37.0,2.0
9782,43.0,0.0,76.0,0.0,42.0,-6.0,33.0,35.0,2.0
44116,37.0,0.0,78.0,0.0,6.0,5.0,41.0,73.0,32.0
27832,55.0,0.0,97.0,0.0,44.0,-3.0,41.0,53.0,12.0
26025,41.0,0.0,88.0,,42.0,31.0,48.0,47.0,0.0
18565,52.0,5.0,77.0,0.0,52.0,0.0,25.0,25.0,0.0
19627,51.0,0.0,86.0,0.0,52.0,24.0,35.0,35.0,0.0
17857,56.0,0.0,97.0,3.0,52.0,-1.0,41.0,45.0,4.0
38871,56.0,0.0,97.0,0.0,54.0,23.0,41.0,42.0,2.0
39516,55.0,0.0,93.0,0.0,44.0,-20.0,37.0,49.0,12.0
29793,55.0,-2.0,108.0,0.0,54.0,-4.0,52.0,53.0,2.0
27843,41.0,2.0,93.0,,42.0,31.0,53.0,52.0,0.0
13009,43.0,0.0,81.0,,42.0,0.0,38.0,40.0,2.0
41850,43.0,-1.0,76.0,0.0,42.0,0.0,33.0,,2.0
51253,52.0,1.0,84.0,0.0,52.0,0.0,33.0,33.0,0.0
52378,47.0,0.0,86.0,-1.0,46.0,,38.0,39.0,0.0
31097,,-2.0,88.0,0.0,54.0,-19.0,32.0,33.0,2.0
15966,55.0,0.0,79.0,0.0,26.0,6.0,23.0,53.0,30.0
54203,51.0,-4.0,78.0,0.0,52.0,24.0,27.0,26.0,0.0
49056,55.0,0.0,77.0,0.0,-24.0,20.0,21.0,103.0,82.0
25785,37.0,0.0,77.0,6.0,36.0,0.0,40.0,41.0,0.0
38308,46.0,0.0,87.0,0.0,46.0,1.0,41.0,41.0,0.0
33189,37.0,0.0,84.0,8.0,26.0,30.0,47.0,58.0,12.0
26347,49.0,2.0,86.0,,50.0,6.0,37.0,37.0,0.0
48849,46.0,5.0,86.0,0.0,46.0,11.0,40.0,39.0,0.0
18690,,0.0,,7.0,-40.0,6.0,5.0,128.0,124.0
24849,41.0,0.0,88.0,-1.0,38.0,-16.0,48.0,50.0,2.0
16555,62.0,0.0,110.0,4.0,62.0,0.0,48.0,48.0,0.0
3956,,-2.0,79.0,-2.0,42.0,0.0,37.0,37.0,0.0
5606,56.0,3.0,97.0,-2.0,52.0,-11.0,41.0,46.0,4.0
56905,51.0,0.0,81.0,0.0,52.0,1.0,29.0,29.0,0.0
45825,55.0,0.0,77.0,0.0,0.0,0.0,21.0,77.0,56.0
24846,41.0,0.0,88.0,0.0,38.0,-3.0,,49.0,2.0
44148,79.0,2.0,83.0,0.0,-46.0,0.0,4.0,129.0,126.0
34493,56.0,1.0,81.0,0.0,54.0,-8.0,25.0,26.0,2.0
1184,,0.0,86.0,-1.0,,-2.0,40.0,42.0,2.0
26140,49.0,-1.0,87.0,0.0,46.0,-7.0,38.0,,2.0
42742,44.0,0.0,85.0,-1.0,42.0,-22.0,41.0,44.0,2.0
49556,46.0,,81.0,0.0,46.0,,35.0,35.0,0.0
51170,49.0,,88.0,1.0,46.0,-19.0,39.0,41.0,2.0
33672,54.0,-2.0,81.0,0.0,54.0,0.0,28.0,27.0,0.0
19878,40.0,1.0,86.0,7.0,38.0,0.0,46.0,47.0,2.0
8346,104.0,,104.0,-2.0,70.0,0.0,1.0,35.0,34.0
50013,44.0,0.0,82.0,,44.0,21.0,38.0,38.0,0.0
7797,55.0,-3.0,79.0,-5.0,-4.0,0.0,24.0,85.0,60.0
57125,83.0,,86.0,0.0,-4.0,-15.0,4.0,92.0,88.0
6089,37.0,0.0,76.0,0.0,24.0,-26.0,40.0,,
2080,,-3.0,82.0,0.0,38.0,-25.0,41.0,43.0,2.0
40696,41.0,0.0,83.0,0.0,42.0,8.0,42.0,42.0,0.0
46621,53.0,-2.0,108.0,0.0,54.0,0.0,55.0,54.0,0.0
